Participant ID,ResponseText,Sentiment,Tag 1,Tag 2,Tag 3,Tag 4,Tag 5,Tag 6,Tag 7,Tag 8,Tag 9,Tag 10,Tag 11
42346b4b-485f-43a7-bc37-70f9b6b5e699,"When an topic about political issue, AI should defer from community leaders",Neutral,Sensitive political topics,When the topic involves community trust and values,,,,,,,,,
6f442e32-9742-4612-8d51-cc555f70d666,When asked about religious/cultural issues ,Neutral,Religious and spiritual matters,,,,,,,,,,
4cd4495b-1ac8-45a2-96ac-683c41ec6bdf,When dealing with culturally sensitive issues,Neutral,Cultural sensitivity and traditions,,,,,,,,,,
02749025-91fd-4c6a-bfe7-24156dceea76,When ethics and morals are required for a decision.,Neutral,Ethical and moral dilemmas,,,,,,,,,,
ea0e7228-ae50-4d95-bf59-f19f9cc9f764,When harm or abuse is involved ,Neutral,When the topic involves potential harm or danger,,,,,,,,,,
4c29415a-8454-4d89-b175-bad995fce7b0,When information contradicts cultural practices,Neutral,Cultural sensitivity and traditions,When the topic involves social norms or customs,,,,,,,,,
6d8e641e-c9f2-4f26-b58a-9d0051ae5a6d,"When it addresses legal issues, due to the potential impact of wrong advice",Neutral,Legal and financial guidance,When human expertise is necessary,,,,,,,,,
7d384290-55b2-43a2-a8be-ecdde6bb779d,"When it comes to ethics, we should follow the advice of the majority of humanity.",Neutral,Ethical and moral dilemmas,,,,,,,,,,
c8f83e30-bc9b-49b0-b51d-1700c9e0d365,"When it comes to issues involving human emotions, and when it touches upon the bottom line of morality and law.",Neutral,Complex emotional and personal issues,Ethical and moral dilemmas,Legal and financial guidance,,,,,,,,
af0ede4e-928c-49c6-9a94-8e3b6cd18636,When it comes to providing opinions / understanding cultural nuances. ,Neutral,Cultural sensitivity and traditions,Situations requiring empathy and emotional intelligence,,,,,,,,,
3d270535-9617-4245-a19f-a0dbaf83584a,"When it comes to sensitive topics such as health, medications that should be taken or illnesses that may be present, telling them the symptoms that you have.",Neutral,Medical and health advice,When the topic involves potential harm or danger,,,,,,,,,
82026b3c-00e0-4e66-9d13-1becf7a2869b,When it faces questions that challenges the very tradition/values of the society an AI should defer to human wisdom or community leaders.,Neutral,Cultural sensitivity and traditions,Ethical and moral dilemmas,,,,,,,,,
50fa192e-d90d-4776-b70d-3a8fa472b200,When it hurts people perception and life.,Negative,When the topic involves potential harm or danger,,,,,,,,,,
d48cfbcd-fa8e-4e0e-9e68-9f36df0da6d1,"When it is asked about something only a human could answer, or well, having the experience of BEING a human. 

At surface level, AI can answer general things about religion, sex, relationships, taboos, medical advice, eg. But when the user ask for more interpersonal experience or a deeper answer, then it should seek human wisdom.",Neutral,Complex emotional and personal issues,When human expertise is necessary,,,,,,,,,
d3dae3b1-b9e9-4b4b-bf04-0df16db76659,When it is harmful for society,Neutral,When the topic involves potential harm or danger,,,,,,,,,,
1125010d-f7c4-4ad6-ba28-99418514217d,"When the AI is asked for ideas for targeting particular nation, caste, religion or asked for ideas that could encourage violence and discrimination and could create imbalance in social economic peace, in such cases AI should defer its responses and should not respond",Negative,Sensitive political topics,When the topic involves potential harm or danger,,,,,,,,,
b3b3ede6-e265-4bdf-8938-bbd7847fd58f,"When the conversation is about opinions, emotions, dreams, behavior, conversations, feelings, love, and relationships.",Neutral,Complex emotional and personal issues,When the topic involves family or relationship advice,,,,,,,,,
534546c2-baed-4d73-ab5c-ce06dd127ab9,When the matter that is being addressed is of serious importance such that it cannot make its own decisions alone. ,Negative,When human expertise is necessary,,,,,,,,,,
278d541d-b0d7-4edd-8407-530caa7bdbb7,When the topic is too confusing for the AI since it depends on the stance of the humans.,Neutral,When the topic involves subjective opinions,,,,,,,,,,
31f44025-5b8b-41fc-85e3-df58cb41c5dc,When the topics are very sensitive and regional specific,Neutral,When the topic requires deep local knowledge,,,,,,,,,,
da14d259-877a-4d9a-8e73-9c65ede0b375,Whenever it comes down to local customs and beliefs. It's better to avoid direct suggestions about anything religious.,Neutral,Cultural sensitivity and traditions,Religious and spiritual matters,,,,,,,,,
83c98343-abfd-4b12-9b96-4e759f0643e3,"ethical and moral decisions,complex social issues, emotional and social support, crisis , governance",Neutral,Complex emotional and personal issues,Ethical and moral dilemmas,Sensitive political topics,When the topic involves crisis or emergency situations,,,,,,,
99ce1f30-d3b0-4293-8a5c-e8f0dc59bd0f,"relating to religion, race issues, any crime related issues, any political issues, arts",Neutral,Controversial or biased topics,Religious and spiritual matters,Sensitive political topics,When the topic involves artistic or creative matters,,,,,,,
58dea75b-9987-42a6-b443-c6cd932e2646,"when dealing with topics about empathy, that only humans can do.",Neutral,Situations requiring empathy and emotional intelligence,,,,,,,,,,
64ca9abb-4021-4b9e-a724-039d0ef94fce,"when it's something that requires thinking. like - who's to blame? take the Israel-Hamas war. Living in Israel, I know who are the bad guys, but many people in the world see it in a wrong way. I once asked AI and he told me that October 7th is Israel's fault. and I couldn't understand how such a violent act can be explained as the victims' fault. so here, we need people with a clear sight and functioning brain to get to the truth.",Neutral,Controversial or biased topics,Ethical and moral dilemmas,Sensitive political topics,,,,,,,,
9c45aaeb-35a4-4500-8595-bcdf18420580,"whenever the user is seeking emotional advice or conflict resolution, since that can be volatile and cause harm",Negative,Complex emotional and personal issues,When the topic involves conflict resolution,,,,,,,,,
7ac930db-7fbf-4e71-abea-d3b298ac26e0,- When there is a dilemma about ethics and morality or political biases ,Negative,Controversial or biased topics,Ethical and moral dilemmas,,,,,,,,,
dec1949d-a558-48c1-beab-671996abde45,AI can offer health advice but it cannot diagnose health issues and should tell the user to seek medical help. The same goes for any legal issues. Advice is ok but should again tell the user to seek professional legal advice. ,Neutral,Legal and financial guidance,Medical and health advice,,,,,,,,,
726de971-fd1d-4d8c-bf73-d894fb897662,AI models are trained on data and lack the nuanced understanding of human values and cultural contexts to provide ethical guidance.,Neutral,Cultural sensitivity and traditions,Ethical and moral dilemmas,,,,,,,,,
877bb4fa-4b87-4743-99fd-f98fafee28c7,"AI should defer to human wisdom or community leaders in situations requiring deep expertise, cultural sensitivity, or ethical judgment, especially in complex matters like legal issues, mental health, spiritual guidance, or personal crises. It should recognize when human experience and context are essential for responsible decision-making.",Neutral,Complex emotional and personal issues,Cultural sensitivity and traditions,Ethical and moral dilemmas,Legal and financial guidance,Religious and spiritual matters,When human expertise is necessary,,,,,
7037ddb0-3898-403e-b790-30e3bc77bcb2,"AI should defer to humans in complex moral dilemmas, culturally sensitive decisions, high-stakes decision-making, emotional support, personal relationships, grief, loss, trauma, community-specific issues, social and environmental impact, value alignment, and ethics. Human oversight is necessary for accountability and transparency.",Neutral,Community-specific issues,Complex emotional and personal issues,Ethical and moral dilemmas,Situations requiring empathy and emotional intelligence,When human expertise is necessary,When the topic involves cultural or societal impact,,,,,
8af810d8-e7d8-4160-b986-80aaccd7eece,"AI should defer when deep cultural knowledge is required, when ethical or legal concerns are involved, in personal or emotional matters, when there’s uncertainty or lack of data, or in complex moral dilemmas. In these situations, deferring to human judgment ensures the importance of human perspective and expertise.",Neutral,Complex emotional and personal issues,Cultural sensitivity and traditions,Ethical and moral dilemmas,Legal and financial guidance,When human expertise is necessary,,,,,,
e51595b0-302c-4237-96d0-2f8ee73d4192,"An AI must defer to human wisdom when giving medical, treatment, moral or legal advice.",Neutral,Ethical and moral dilemmas,Legal and financial guidance,Medical and health advice,,,,,,,,
3ed1edc8-f2de-40e0-b117-64bdbaeefe04,"An AI should defer to human wisdom or community leaders in situations involving deeply nuanced cultural, ethical, or moral decisions, where context and lived experience are critical. It should also step back when addressing sensitive topics like mental health, legal advice, or community-specific traditions, as human judgment and empathy are irreplaceable. Additionally, in cases where trust, authority, or local knowledge are paramount, the AI should guide users to consult experts.",Neutral,Community-specific issues,Complex emotional and personal issues,Cultural sensitivity and traditions,Ethical and moral dilemmas,Legal and financial guidance,Medical and health advice,Situations requiring empathy and emotional intelligence,When human expertise is necessary,When the topic involves community trust and values,When the topic involves mental health,When the topic requires deep local knowledge
